"[전화위복]중·고교시절 친구들과 운동하는 것을 좋아해 농구 축구 등으로 많은 시간을 보냈습니다. 덕분에 몸과 마음은 늘 활기에 차 있었지만, 아쉽게도 원하는 대학에 입학하지는 못했습니다. 신입생 한 학기동안 진로에 관해 많은 방황을 했습니다. 결론을 내지 못한 고민을 안고, 군대에 갔습니다. 전역 후에는 높은 학력에 대한 갈증으로 약대 입학 준비를 했습니다. 약학대학입학시험(PEET)준비로 학교 공부에 신경을 많이 쓰지 못하여 2학년 때 좋은 학점을 받지 못하였습니다. 깊은 성찰과 내면의 열정도 없이 단순히 높은 학벌에 대한 갈증으로 시작한 시험공부는 불합격으로 이어졌습니다. 지금 생각해 보면 그때의 실패는 제 인생에서 아주 중요한 전환점이 되었습니다. 학과 공부와 진로에 대해 제로베이스에서 정말 치열하게 고민을 시작했습니다. 최종 목표는 정확히 모르겠지만 일단 학생 신분으로 할 수 있는 대외활동, 인턴 등의 일을 기회가 닿는 대로 시작했습니다. 이런 일들을 통해 ‘불확실성에서 뭔가를 도전하는 것’의 가치를 새삼 깨달았습니다. 뒤늦게라도 최선을 다해 전공과목을 공부하기 시작했습니다. 열심히 하다 보니, 전공과목에 전에 없는 대단한 흥미가 느껴지기 시작했습니다. 매 학기 전공과목만으로 21학점을 꽉 채워 수강했는데도, 4.3/4.5의 높은 평점을 받게 되었습니다. 지도교수님은 제게 한 분야의 전문가가 될 자질이 있다고 평가해 주시며 OOOOO에서 방학 동안 학부연구생을 해볼 것을 권하셨습니다. 교수님의 권면은 저에게 가슴 뛰는 새로운 목표로 다가왔습니다. 덕분에 최고의 대학연구실에서 교수님과 대학원생들을 도와 제가 누군가에게 필요로 하는 가능성을 알게 되었습니다. 저의 노력의 성과물을 위해 헌신해 준 가족, 지인들 그리고 성장할 수 있도록 기회를 베풀어 주실 스승님들과 동료들의 것임을 잊지 않고 반드시 나누며 살아갈 것입니다. 치열하게 살아온 삶의 시간을 통해서 목표를 이루고 제 곁에서 가족과 동료들이 행복한 미소를 짓는 것을 보는 것이 원하는 삶입니다.                         1,016자1,733                    "
"저는 전자공학도로서 반도체에 관심이 많이 있습니다. 전공수업으로 물리 전자, 반도체소자, 그리고 디스플레이공정과 같은 반도체 관련 수업에서 모두 A+를 받았습니다. 또한, 현재는 반도체공정이라는 과목을 수강 중입니다. 더불어 반도체 분야에서 잔뼈가 굵으신 교수님을 지도교수님으로 모시고, 졸업작품을 진행하고 있습니다. 차세대 반도체인 CNTFET와 기존 Si-MOSFET의 모델링을통해 파라미터에 따른 특성 비교를 주제로 팀원들과 준비하고 있습니다. 이렇게 제가 가지고 있는 반도체 관련 기초전공지식을 바탕으로 엔지니어가 되기로 마음을 먹었습니다. 이에 평소 눈여겨보던 현대자동차그룹에서 직무를 탐색하던 중 현대오트론을 알게 되었습니다. 현대오트론은 차량 전자제어분야에 특화된 기업으로 우수한 인력들이 모여, 독자적인 기술개발과 내재화를 목표로 하는 것으로 알고 있습니다. 이는 저의 지향점과 일치하기에 현대오트론에 확신을 할 수 있었습니다.                         479자823                    "
"한미연합훈련을 통해 배운 협력의 가치관을 현대모비스에서 실천하고 싶습니다.[ 협력은 제 가슴을 뭉클하게 해주었습니다. ]저는 2012년 한미연합훈련에 참여하였고, 문화가 다른 두 개 나라의 군인들과 함께 한반도의 안보라는 하나의 목표를 향해 정진했습니다. 그곳에는 자신의 불편함을 감수하고 한국군 동료의 짐을 덜어주는 미군, 다리를 삔 미군을 부축해서 목표 지점까지 같이 가는 한국군이 있었습니다. 말은 통하지 않았지만, 모두가 다 같이 시작해서 함께 과정을 공유하고 함께 좋은 결과를 맺었다는 협력의 성취감을 맛본 것이 인상적이었습니다.과거의 저는 다분히 개인적이었습니다. 엇나간 동생 때문에 부모님의 기대는 저에게만 향했고, 그 기대를 충족하기 위해 나만 보고 달렸습니다. 하지만 협력의 즐거움을 느낀 후, 함께 과정을 공유하는 삶을 지향하게 되었습니다. 그리고 기회가 된다면, 여러 사람과 목표를 향해 뛰고 싶다고 생각했습니다. 또한, 전역하고 대학교 졸업 후 맞닥뜨리는 사회에서도, 성공적인 결과를 타인과 함께 성취하는, 그러한 삶을 살고 싶었습니다.[ 상생과 동반성장을 추구하는 현대모비스 ] 자동차 부품산업의 계열화된 시장구조에서 협력은 정말 중요한 덕목일 것입니다. 국내 부품업계의 해외 동반진출이 확대되는 것도, 부품 업체들의 제휴가 늘어나는 상황도 모두 모두 긴밀한 협력을 기반으로 이뤄진 결과물입니다. 인간관계에서 가장 중요한 덕목이 협력이라고 생각하는 저는, 국내 최고의 부품 기업인 현대모비스에서 협력의 기본을 배우고 싶습니다. 현대모비스라는 집단에 잘 녹아들기 위해 축구 동아리에서 단체 생활의 기본을 배웠습니다. 2년 동안 CPA 공부를 하면서 재무제표를 통해 회사의 구조를 거시적으로 볼 수 있게 되었고, 회사의 비전을 고객에게 깊숙이 심어줄 자신감을 배양했습니다. 또한, 소규모 창업을 하면서 실제 협력 회사를 찾아 발로 뛰는 경험을 했고, 이를 통해 회사 영업의 중요한 신뢰감을 쌓는 방법을 숙지했습니다.                         997자1,704                    "
"[자율과 책임]저의 인생은 자율과 책임으로 요약할 수 있습니다.강요가 아닌 제 관심사에 따라 행동, 배움의 방향을 결정했고 결과에 대한 책임도 제 몫이었습니다. 그 결과 스스로 많은 결정을 내렸음에도 바르게 성장할 수 있었습니다.이러한 가치를 기반으로 스무 살 이후 금전적으로 독립하여 학업 외에도 많은 활동에 도전했습니다.부산 지역 대학연합 동아리회장, 전국해양스포츠 제전 출전 경험 등 다양한 커뮤니티에 속해 활동한 경험은 이를 대표한다고 생각합니다. 또한 책임의식을 바탕으로 주변인들의 신의를 잃지 않기 위해 솔선수범한 결과 좋은 대인관계의 형성이 가능했습니다.주인의식이 저의 장점이라고 생각합니다. 속한 조직에서 주인의식을 바탕으로 주어진 상황을 개선하려는 노력을 게을리하지 않았습니다. 나의 일이라는 책임감으로 조금 더 좋은 결과를 위해 개선점을 찾고자 노력했으며, 이는 주변 사람들이 저에게 말해주는 가장 큰 장점입니다.이러한 마음가짐으로 임한 모공위 활동과 인턴 활동은 좋은 결과를 가져왔습니다.처음 도전한 모공위 활동은 다소 생소한 활동이었지만, 팀원들과의 시너지를 통해 좋은 결과를 얻을 수 있었습니다. 인턴 활동 또한 책임감을 가지고 임한 결과 팀원분들과 좋은 관계를 맺게 되어 현재까지 많은 도움을 받고 있습니다.자율과 책임 아래 접해보았던 것들은 훗날에 점-선-면으로 이어져 보다 큰 역량을 발휘하도록 도움을 줄 것입니다. 현대비엔지스틸의 자재구매팀에 입사한 이후에도 책임의식을 바탕으로 구매비용 절감 및 자재 적기 조달에 앞장서 이익 창출에 기여하는 신입사원이 되겠습니다.                         807자1,390                    "
"""현대상선, OOO, 대한민국이 함께""회사, 나, 국가와 ‘동반성장’할 수 있는 곳에서 일하고 싶다는 생각을 해왔고 그곳이 현대상선입니다. 제가 생각하는 동반성장은 공동의 목표를 향해 힘을 모으고, 보람과 사명감을 느끼며 성장하는 것입니다. OO과 OOOOOO(12.03-13.12)에서 9명 팀원들과 13년도 학술대회에 참여했을 때의 일입니다. 1위 성취 목표로 3달 동안 대회를 준비했습니다. 팀에 보탬이 되기 위해 매주 강의실 예약, 발제지 인쇄를 자처했고 다른 팀원의 원고를 내 일처럼 도왔습니다. 제가 하고 있는 사소한 일이 팀을 튼튼하게 만든다는 사명감으로 임했습니다. 서로 힘을 합치고 적극적으로 도운 결과 끝내 학술제에서 5개 팀 중 1위를 차지했습니다. 1위 발표 순간, 함께 해냈다는 뿌듯함과 함께 기뻐하던 팀원들의 모습이 생생합니다.사심을 채우기보다 함께 하는 일의 가치를 알고 힘을 모으는 자세로 현대상선의 미션을 이루는 인재가 될 자신 있습니다. 이해관계자와 적극적으로 협업하는 자세, 해운을 통해 국가의 수출입과 경제발전에 이바지한다는 사명감을 가지겠습니다. 운송을 통해 화물의 가치를 더하는 글로벌 해운회사, 현대상선과 함께 성장하겠습니다.                         609자1,020                    "
"""글로비스라는 새로운 날개!""저는 20살 때 외국으로 배낭여행하는 것을 버킷리스트로 정했습니다. 2015년 라오스 배낭여행을 마지막으로 제 인생 첫 번째 버킷리스트를 달성했습니다. 저의 다음 버킷리스트는 해외로 나가 제가 직접 글로벌 SCM을 관리하는 것입니다. 저는 물류를 공부하며 한국 SCM 학회의 SCM 춘계발표대회와 같은 여러 공모전에도 나가며 체계적이고도 적극적으로 물류 관련 공부를 해오고 있습니다. 뿐만 아니라 저는 도전적인 직업을 가지고 싶습니다. 현대 글로비스의 주 고객사인 현대와 기아는 해외에 생산 공장을 12개를 가지고 있으며, 이에 맞춰 글로비스 역시 해외에 인프라를 구축하기 위해 투자를 하고 있습니다. 이러한 글로벌한 현대글로비스의 네트워크가 저를 매료시켰습니다. 물류를 공부하며 글로벌한 현장에서 저의 역량을 키워가고, 열정을 발휘하고 싶다는 생각을 항상 해왔습니다. 그리고 2016년 글로비스 서머인턴쉽을 통해 글로비스에 대한 저의 열정은 뜨거워졌고 글로비스에서 저의 역량을 펼치고 이바지하고자 지원하게 되었습니다.                           544자924                    "
"상사는 업의 특성상 환경 변화에 선제 대응하지 않으면 안 될 것이라고 생각합니다. 오늘날과 같은 격변기에, 다양한 분야에서 스페셜리스트와 제너럴리스트로서의 능력을 동시에 키워온 저와 같은 다재다능한 인재가 현대종합상사의 지속 성장에 큰 도움이 될 것이라 자부합니다.현대종합상사에 입사 후 저의 목표는 가치가 높은 유망한 석유/가스 광구를 찾아 자원이 부족한 세계 곳곳의 고객에게 조달하는 것입니다. 이를 위해, 석사 과정 중에 제가 만든 유정 생산량 예측 모델을 더욱 발전시켜 새로운 자원 탐사를 하는 데 이용해 보고 싶습니다. 더 나아가서, 자원개발 분야의 전문지식과 외국인을 포함한 타인과의 소통 능력을 바탕으로 자원개발 트레이딩 전문가로 성장하고자 합니다. 궁극적으로 현대종합상사가 글로벌top10트레이딩 컴패니가 되는데 큰 기여를 할 수 있도록 노력하겠습니다.                         437자753                    "
"대학교 1학년 때, 한 포럼에서 뵙게 된 윤석철 교수님은 제가 보다 적극적으로 다양한 분야에 도전하도록 강한 자극을 주셨습니다. 윤석철 교수님은 인문학, 자연과학 그리고 경영학에서의 사회과학적 방법론과 지식을 복합적으로 결합하여 인간과 기업에 대해 평생을 탐구해 온 분입니다. 윤 교수님은 ‘시장성공 위한 혁신, 어떻게 할 것인가?’ 라는 주제의 강연에서 우리나라 기업들이 벌과 꽃처럼 동반 번영을 추구하는 것이 필요하다고 주장하며, 이를 위해 다양한 분야의 융·복합적 방법론을 제시했습니다.이분의 영향을 받아 저는 대학 생활 동안 다양한 분야에 적극적으로 도전하기로 결심했습니다. 공학적 지식에만 몰두하지 않고, 학점 은행제를 통해 재무, 회계 관리 등의 수업을 들으며 경제 분야도 깊이 있게 공부했습니다. 인문학적 교양을 위해 스페인어를 배우기도 했고, 영어로 소통이 어려운 루마니아에서 교환학생 자격으로 현지인들과 생활하며 그들의 문화와 사상을 공부하기도 했습니다. 또한, 클라리넷 연주에 도전하여 대학교 오케스트라 동아리 연주회에 참가했고, 그린칼리지 2012, SNU 글로벌 챌린지 등 여러 대외활동에도 적극적으로 참여했습니다.이를 통해 저는 한 분야에만 한계를 두지 않고 다양한 영역에서 전문적인 시각으로 문제를 해결하는 능력을 키울 수 있었습니다. 오늘날과 같은 격변기에, 다양한 분야에서 스페셜리스트와 제너럴리스트로서의 능력을 동시에 키워온 저와 같은 다재다능한 인재가 현대해상이 미래를 선도하는 최고 경쟁력의 보험회사로 성장하는 데 중요한 역할을 할 수 있을 것이라 자부합니다.                         792자1,367                    "
"학부 시절 많은 H/W를 사용하는 임베디드 시스템에 대한 많은 두려움이 있었지만 다양한 종류의 프로젝트 경험의 필요성을 느꼈고 임베디드 시스템에 도전해보았습니다. ‘Air Handle’이라는 프로젝트를 진행하며, 무작정 개발을 진행하기보다 Breadboard의 회로원리와 센서동작을 이해하는 공부를 진행하였습니다. 그 이후에는 프로젝트의 핵심 포인트였던 운전자의 핸들모션을 인식하는 알고리즘 자이로센서의 값을 범위로 환산하여 알고리즘을 완성시켰습니다. H/W위에 제가 만든 알고리즘을 입혀 프로젝트를 성공적으로 완수하였습니다. 뒤이어 임베디드 시스템에 대한 낯설음을 익숙함으로 바꾸기 위해 도전을 멈추지 않았습니다. 자동주차 시스템과 원격제어 기능의 ‘스마트 RC카’, 출입문을 제어하는 ‘스마트 도어락’ 등의 프로젝트를 완수하였습니다. 이와 같은 경험을 바탕으로 낯선 분야에 대한 도전이더라도 익숙하게 만들기 위해 끊임없이 노력하면 해낼 수 있다는 자신감을 얻게 되었습니다.                         498자854                    "
"""어릴 적 꿈""초등학교 시절, 아버지께서 운영하시던 컴퓨터학원에서 원생들이 컴퓨터 앞에 앉아서 프로그래밍 하는 모습을 보았습니다. 화면 가득 영어와 문자의 조합으로 실제 프로그램이 실행되는 것에 강한 호기심이 생겼습니다. 그 중 원하는 것을 만들 수 있다는 점에 매력을 느끼고 컴퓨터를 전공할 것이라는 꿈을 갖고 현재까지 달려오고 있습니다. ""시험의 무대를 역전시킨 의지""대학생이 된 후 군 전역을 하자마자 아버지는 은퇴를 하시게 되었고, 이러한 시기에 저는 학업과 아르바이트, 소모임 활동을 병행하게 되었습니다. 학업과 인맥에 대한 욕심이 많았지만, 모든 것을 동시에 하기엔 하루라는 시간은 저에게 너무도 짧게 느껴졌습니다. 하지만 이것이 어려움이 아닌 나에게 주어진 시험의 무대라 생각하고, ""오늘 계획한 것은 오늘 안에 해결하자.""라는 굳은 의지를 품었습니다. 수첩을 활용해 일정을 기록하며 계획이 밀리지 않게 하나하나 차근차근 마무리 지었습니다.그 결과 학업에 대한 열정으로 2번의 인턴 활동, 근로 장학생, 만족할 만한 성적을 얻을 수 있었으며 oo청년취업아카데미 교육을 수료할 수 있었습니다. 또한 2014년에는 소모임 부회장을 맡으며 축제, 축구대회 등 여러 행사를 성공적으로 마칠 수 있었습니다. 고난의 극복을 경험함으로써, “어떤 상황에서도 웃음을 잃지 않고, 성실과 노력으로 극복하자.""라는 신념을 갖게 되었습니다. 이 신념이 앞으로 현대해상의 한 사람으로서 꾸준히 발전할 수 있는 원동력이 될 것입니다.                         756자1,288                    "
