"[롯데라는 의미]롯데를 생각하면, `행복`이라는 단어가 제게는 가장 와 닿습니다. `행복은 캐슬로부터`라는 이미지부터 모두에게 기쁨이 되는 롯데월드까지 항상 사람들은 롯데가 주는 즐거움을 기억합니다. 자연스럽게 모든 사람에게 이 행복감을 주고 싶다는 꿈을 가졌습니다. 신뢰를 바탕으로 세상에 이로움이 되는 꿈을 롯데건설에서 이루고 싶습니다.[시너지를 내는 사람]올해 제조회사 인턴을 하면서 협업을 위한 소통 능력을 기를 수 있었습니다. Project Manager로서 실무자와의 소통하면서, 구매와 생산관리 업무 등을 경험했습니다. 그중에서도 부서 간의 소통으로 효과적인 공정프로세스 개선으로 소요시간을 20%나 줄였던 성과가 기억에 남습니다. 현장에서의 경험을 통해 각 요소가 시너지를 내도록 돕는 현장관리 업무에 매력을 느끼며, 가장 잘할 수 있는 일이라 생각합니다. 현장 중심적인 마인드로 항상 소통하고 협력하여 롯데건설과 함께 행복한 세상 만들기에 동참하고 싶습니다.                         497자845                    "
"19**.**.**  전주   [비범한 지력과 의지력을 지닌 뱀 한 마리 태어나다.]20**.**.**  인천   [매일 7Km, 240일간의 노력, 30kg 감량의 결과.] 20**.**.**  수원   [130여 장의 체크카드, **대 학생들에게 쥐여주다.]20**.**.**  세부   [12명의 형,누나를 이끄는 3박 4일간의 필리핀 가이드가 되다.]20**.**.**  토론토 [밀 포대와 작업복으로 5명의 캐나다인 경쟁자를 무찌르다.]20**.**.**  뉴욕   [스케치북 한 개로 콧대 높은 뉴요커들을 멈추게 하다.]                         307자435                    "
"[가족 친화적 기업, 오롯이 업무에만 집중할 수 있는 기업]가족 친화적 기업 인증을 받았다는 그 사실 자체가 저를 매료시켰고, 꼭 입사하고 싶은 기업이 되었습니다.저에게 있어서 가장 지켜야 하는 것이 무엇이냐고 물어보신다면 한 치의 망설임도 없이 가족이라고 답하겠습니다. 제가 취직준비를 하면서 우선적으로 고려했던 부분이 `가족과의 관계를 유지하면서 업무에 열중할 수 있는가` 였습니다. 타 기업 인턴 경험 후에 더욱 절실히 필요로 했던 조건이었습니다. 대부분의 기업은 직원을 하나의 부품으로 생각하여 직원에게 어떠한 것이 가장 중요한지 고려해주는 기업이 없습니다. 그러나 welcome L-Family 행사도 9년째 개최하는 등 직원의 가족까지 챙기는 기업이라면 저의 모든 능력을 쏟아 헌신한다 하더라도 아깝지 않을 것이라 생각했습니다.                         423자714                    "
"[찌그러진 칠성사이다를 보고]저는 칠성사이다를 참 좋아합니다. 다른 탄산음료와는 다르게 청량감을 많이 주는 사이다를 좋아했습니다. 어느 날 칠성사이다를 마시기 위해 사이다를 구매했습니다. 그런데 제가 알던 사이다의 맛이 아니었습니다. 그리곤 캔의 작은 흠집을 발견했습니다. 생산자 또는 유통자의 실수가 저에게 실망감을 준 순간이었습니다. 사실 이때 저에게 든 실망은 그저 ‘기분 탓’이었을 수도 있습니다. 하지만 저는 그때의 느낌을 다시는 느끼기 싫었고 생산과정, 그리고 유통과정에서의 안타까운 실수로 그러한 실망감을 안고 싶지 않았습니다. 이러한 실망감을 다시는 느끼고 싶지 않다는 생각을 하며 처음으로 롯데칠성이라는 기업에 관심을 가졌고 저처럼 사이다를 좋아하는 사람들에게 최고의 사이다만을 제공해주고 싶다는 생각이 들었습니다. 생산과정에서부터 세심한 노력으로 최고의 품질의 음료를 제공해주고 싶다는 생각으로부터 롯데칠성음료에 지원하게 되었습니다.                         486자848                    "
"어릴 때 저에게 백화점은 놀이터였습니다. 종종 집 주변에 있는 롯데백화점에 어머니와 함께 들리곤 했습니다. 처음에는 고급스러운 분위기에 위축됐지만, 직원분의 배려와 아이들을 위한 시설 덕분에 어느새 백화점에 가는 일이 신나는 일이 됐습니다. 이렇게 한 사람의 고객도 놓치지 않는 세심한 서비스 덕분에 롯데백화점이 고급과 대중을 아우르는 이미지를 얻을 수 있었다고 생각합니다. 어릴 적 경험을 통해 롯데백화점이 `사람이 최우선`이라는 제 모티브를 가장 잘 살릴 수 있는 회사라는 확신이 들었습니다. 저는 학내 방송 동아리에서 팀원들과 함께 열 흘씩 밤을 새우며 방송제를 준비하면서 동료와의 협동하는 법을 배웠고, 다년간의 아르바이트 경험을 통해 고객과 소통하는 능력을 키웠습니다. 제가 롯데백화점에 영업관리직에서 일하게 된다면 천부적인 공감능력과 협동심, 소통능력을 활용해 고객을 최우선으로 생각하는 영업사원이 되겠습니다.                         467자810                    "
"[롯데의 꿈] 고객과 함께 성장하고 더욱 가치 있는 미래를 만드는 롯데의 도전정신과 열정은 창의적인 사고로 끊임없는 혁신을 추구하는 저의 미래상과 일치하고, 국내 최대의 지식 정보화를 선도하는 롯데에 모든 열정을 바칠 수 있을 것이라 확신하였기에 이렇게 선택을 하게 되었습니다. 최고의 유통업 회사로의 성장에는 네트워크의 보이지 않는 뒷받침이 있었고, IoT 사회에서 그 중요성은 더욱 커져가고 있습니다. 최상의 IT 서비스를 제공하기 위해서는 효율적이고 차별화된 롯데만의 네트워크 시스템이 필요하다고 생각합니다.“창의성을 갖춘 인재”저는 TRIZ 자격증을 취득하는 과정에서 창의적 설계방법에 대해 배우고, 립모션을 활용한 수화번역을 주제로 3차원 배열의 저장기법을 다루는 창의적인 알고리즘을 구현하여 특허를 출원한 경험이 있습니다. 저의 창의적인 사고로 세계 최고가 되기 위한 롯데만의 기술을 구축하는 데 도움이 될 것을 약속드립니다.                         480자823                    "
- 프로그래머로서의 일을 하고 싶습니다. 3년 전 저는 친구들과 재미삼아 조그마한 서비스를 하나 기획했습니다. 수학 공부를 힘들어하는 학생들의 needs를 파악하여 수학질의응답 서비스입니다. 저는 기획과 관리를 도맡아서 했습니다. 비록 기초단계의 기획과 관리였지만 치밀함과 관리의 중요성을 배울 수 있었던 경험이었습니다. 저는 이 서비스를 기획하고 운영하면서 앞으로 ‘서비스’와 ‘솔루션’에 대한 일을 전문적으로 해보고 싶다는 의지가 생겼습니다. 솔루션은 
"개발에 관한 관심과 구체적인 준비작년 ICT 산학협력 SW 교육에서 오답 노트 시스템을 구축하면서 개발에 흥미를 느꼈습니다. 흥미는 IT 인프라 구축을 하는 작은 목표를 잡았고 문화의 롯데에서 고객에게 IT 서비스를 제공하고 싶은 큰 목표가 생겼습니다. 목표를 이루기 위해서 컴퓨터공학 전공을 통해 IT에 대한 기본기를 익혔습니다. 가장 기초가 되면서 핵심인 알고리즘과 DB에 집중적으로 공부했습니다. 둘째, LG전자 미래 IT 융합 연구소에서 5개월을 인턴을 했습니다. 데모 프로그램을 개발하면서 상급자에게 협력하고 양보하는 법을 몸으로 익혔습니다.셋째, 더 효율적인 시스템 구축을 위한 공부를 하기 위해서 웨어러블 디바이스 SW 교육을 들었습니다. 모바일, 서버, 웹, DB, 웨어러블 기기를 사용하면서 시스템 설계와 구축의 효율성을 높이는 방법을 배웠습니다. 3가지를 바탕으로 롯데 정보통신에서 실력을 꾸준히 발전시키고 배려를 통해 서로 발전하는 롯데 인이 되겠습니다.                         499자840                    "
"기계공학과에 진학하여 수강한 여러가지 과목들중에 열역학은 가장 흥미로운 과목이었습니다. 열역학을 수강하면서 여러가지 사이클과 이를 기반으로하여 발전소건설에 관한 기본내용에 대해서 배웠습니다. 카르노 사이클, 리히팅, 제너레이팅 등 발전플랜트에 관한 기본내용을 배우면서 관해 흥미를 가지게 되었고 더 효율적인 발전소를 내손으로 만들어보고 싶다는 생각을 가지게 되었습니다. 그리고 이 부문에서 요르단 알카트라나 발전소 프로젝트를 성공적으로 수행한 롯데건설에 관한 기사를 보았습니다. 첫 해외 발전사업을 성공리에 마친 점에 놀라운 마음을 가졌지만 사실 국내에서는 여러가지 발전플랜트 사업을 수행한 입지적인 회사라는 점을 알게되었습니다. 이에 흥미를 가지고 있던 발전플랜트분야에서 많은 노하우를 가지고 있는 기업, 롯데건설에 속하여 발전플랜트 분야에 제가 배운 전공지식을 활용해보고 싶다는 생각을 했습니다.                         455자799                    "
"소프트웨어 개발자로서 프로그램을 개발하기 위해서는 기초가 중요하다고 생각합니다. 대학교 7학기, 길다고 할 수 없는 기간이지만 프로그래밍 언어와 자료구조와 같은 기초가 되는 학문에 최선을 다하려고 노력하였습니다. 컴퓨터학부 학생으로서 해외봉사활동과 아이디어 공모전, 프로그래밍 공모전, 창업캠프 아이디어 공모전에 도전하였고 이러한 경험을 통해 사람들과 협력하고, 아이디어를 기획하고, 실제적인 개발 경험을 쌓을 수 있었습니다. 사실 저는 증권계에서 일하셨던 아버지의 영향을 받아 금융권에 대한 동경을 갖고 있었습니다.  양적, 질적으로 성장하는 롯데캐피탈에서 저의 전공을 살리고 금융상품을 개발하는 금융인으로 발전하고 싶어 지원하였습니다.                         365자636                    "
